title,studio,domestic_gross,foreign_gross,year,total_gross
Larry Crowne,Uni.,35600000.0,36400000.0,2011,72000000.0
The Dilemma,Uni.,48500000.0,21200000.0,2011,69700000.0
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,64600000.0
Hanna,Focus,40300000.0,23500000.0,2011,63800000.0
Footloose (2011),Par.,51800000.0,11700000.0,2011,63500000.0
Elite Squad: The Enemy Within,Vari.,100000.0,62900000.0,2011,63000000.0
Colombiana,TriS,36700000.0,24300000.0,2011,61000000.0
Something Borrowed,WB,39000000.0,21100000.0,2011,60100000.0
One Day,Focus,13800000.0,45500000.0,2011,59300000.0
Beginning of the Great Revival,CL,151000.0,58200000.0,2011,58351000.0
Killer Elite,ORF,25100000.0,31300000.0,2011,56400000.0
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,55200000.0
The Tree of Life,Fox,13300000.0,41000000.0,2011,54300000.0
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000.0,2011,54116000.0
Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000.0,2011,51760000.0
Winnie the Pooh,BV,26700000.0,23200000.0,2011,49900000.0
Conan the Barbarian (2011),LGF,21300000.0,27500000.0,2011,48800000.0
Soul Surfer,TriS,43900000.0,3200000.0,2011,47100000.0
War of the Arrows,CJ,251000.0,45800000.0,2011,46051000.0
Arthur (2011),WB,33000000.0,12700000.0,2011,45700000.0
The Debt,Focus,31200000.0,14500000.0,2011,45700000.0
Beastly,CBS,27900000.0,15300000.0,2011,43200000.0
Of Gods and Men,SPC,4000000.0,38200000.0,2011,42200000.0
Born to Be Wild (IMAX),WB,25900000.0,15600000.0,2011,41500000.0
Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000.0,2011,41134000.0
Fright Night (2011),BV,18300000.0,22700000.0,2011,41000000.0
30 Minutes or Less,SPC,37100000.0,3500000.0,2011,40600000.0
The Roommate,SGem,37300000.0,3200000.0,2011,40500000.0
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,40200000.0
Monte Carlo,Fox,23200000.0,16500000.0,2011,39700000.0
50/50,Sum.,35000000.0,4200000.0,2011,39200000.0
Mars Needs Moms,BV,21400000.0,17600000.0,2011,39000000.0
Dream House,Uni.,21300000.0,17200000.0,2011,38500000.0
Jumping the Broom,TriS,37300000.0,415000.0,2011,37715000.0
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,36900000.0
RA One,Eros,2500000.0,33400000.0,2011,35900000.0
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,35426000.0
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,35100000.0
The Sitter,Fox,30400000.0,4500000.0,2011,34900000.0
Jane Eyre,Focus,11200000.0,23500000.0,2011,34700000.0
Courageous,TriS,34500000.0,0.0,2011,34500000.0
Shaolin,Vari.,66100.0,33600000.0,2011,33666100.0
African Cats,BV,15400000.0,15400000.0,2011,30800000.0
The Skin I Live In,SPC,3200000.0,27700000.0,2011,30900000.0
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,30600000.0
What's Your Number?,Fox,14000000.0,16399999.0,2011,30399999.0
Drive Angry,Sum.,10700000.0,18200000.0,2011,28900000.0
Carnage (2011),SPC,2500000.0,25100000.0,2011,27600000.0
A Dangerous Method,SPC,5700000.0,21800000.0,2011,27500000.0
The Thing (2011),Uni.,16900000.0,10500000.0,2011,27400000.0
The Eagle,Focus,19500000.0,7600000.0,2011,27100000.0
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000.0,2011,26550400.0
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,25600000.0
Biutiful,RAtt.,5100000.0,20000000.0,2011,25100000.0
Your Highness,Uni.,21600000.0,3300000.0,2011,24900000.0
Our Idiot Brother,Wein.,24800000.0,0.0,2011,24800000.0
The Rum Diary,FD,13100000.0,10800000.0,2011,23900000.0
The Women on the 6th Floor,Strand,720000.0,22500000.0,2011,23220000.0
Potiche,MBox,1600000.0,21600000.0,2011,23200000.0
Warrior,LGF,13700000.0,9400000.0,2011,23100000.0
Young Adult,Par.,16300000.0,6600000.0,2011,22900000.0
Sarah's Key,Wein.,7700000.0,13400000.0,2011,21100000.0
The Way Back,NM,2700000.0,17600000.0,2011,20300000.0
A Separation,SPC,7100000.0,12800000.0,2011,19900000.0
The Guard,SPC,5400000.0,14200000.0,2011,19600000.0
Margin Call,RAtt.,5400000.0,14200000.0,2011,19600000.0
Glee The 3D Concert Movie,Fox,11900000.0,6800000.0,2011,18700000.0
Shame,Fox,3900000.0,13800000.0,2011,17700000.0
13 Assassins,Magn.,803000.0,16800000.0,2011,17603000.0
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,16900000.0
The Heir Apparent: Largo Winch,MBox,10400.0,16900000.0,2011,16910400.0
The Last Godfather,RAtt.,164000.0,16600000.0,2011,16764000.0
Delhi Belly,UTV,1500000.0,15200000.0,2011,16700000.0
Melancholia,Magn.,3000000.0,12900000.0,2011,15900000.0
Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000.0,2011,15678000.0
The Conspirator,RAtt.,11500000.0,3900000.0,2011,15400000.0
Anonymous,SPC,4500000.0,10900000.0,2011,15400000.0
Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000.0,2011,15106000.0
The Housemaid,IFC,158000.0,14600000.0,2011,14758000.0
Desert Flower,NGE,44300.0,14600000.0,2011,14644300.0
Pina,IFC,3500000.0,11100000.0,2011,14600000.0
Beginners,Focus,5800000.0,8500000.0,2011,14300000.0
My Afternoons with Margueritte,Cohen,667000.0,13600000.0,2011,14267000.0
I Saw the Devil,Magn.,129000.0,12600000.0,2011,12729000.0
The Hedgehog,NeoC,708000.0,12000000.0,2011,12708000.0
Gainsbourg: A Heroic Life,MBox,233000.0,12000000.0,2011,12233000.0
The Warring States,CL,69000.0,11800000.0,2011,11869000.0
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000.0,2011,11824000.0
Snow Flower and the Secret Fan,Fox,1300000.0,10000000.0,2011,11300000.0
Win Win,Fox,10200000.0,652000.0,2011,10852000.0
Flying Monsters,NGE,5700000.0,5100000.0,2011,10800000.0
City of Life and Death,Kino,123000.0,10600000.0,2011,10723000.0
Le Havre,Jan.,612000.0,9900000.0,2011,10512000.0
Straw Dogs (2011),SGem,10300000.0,0.0,2011,10300000.0
Prom,BV,10100000.0,0.0,2011,10100000.0
In a Better World,SPC,1000000.0,8600000.0,2011,9600000.0
Trespass (2011),MNE,24100.0,9600000.0,2011,9624100.0
Saving Private Perez,LGF,1400000.0,7900000.0,2011,9300000.0
Point Blank,Magn.,708000.0,8500000.0,2011,9208000.0
Winter in Wartime,SPC,543000.0,8700000.0,2011,9243000.0
Barney's Version (U.S. only),SPC,4400000.0,4000000.0,2011,8400000.0
Outrage (2011),Magn.,44700.0,8400000.0,2011,8444700.0
Senna,PDA,1600000.0,6600000.0,2011,8200000.0
Last Night,Trib.,99000.0,7600000.0,2011,7699000.0
The Big Year,Fox,7200000.0,244000.0,2011,7444000.0
The Beaver,Sum.,971000.0,6300000.0,2011,7271000.0
Take Me Home Tonight,Rela.,6900000.0,0.0,2011,6900000.0
Cedar Rapids,Fox,6900000.0,0.0,2011,6900000.0
The Princess of Montpensier,IFC,352000.0,6400000.0,2011,6752000.0
Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011,6500000.0
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000.0,2011,6353000.0
We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,6000000.0
Attack the Block,SGem,1000000.0,4800000.0,2011,5800000.0
Even the Rain,Vita.,518000.0,5300000.0,2011,5818000.0
Young Goethe in Love,MBox,162000.0,5600000.0,2011,5762000.0
11-11-11,Rocket,32800.0,5700000.0,2011,5732800.0
Certified Copy,IFC,1400000.0,4099999.0,2011,5499999.0
Thank You (2011),UTV,464000.0,5000000.0,2011,5464000.0
The Company Men,Wein.,4400000.0,441000.0,2011,4841000.0
Force,Fox,0.0,4800000.0,2011,4800000.0
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000.0,2011,4724000.0
London Boulevard,IFC,16100.0,4600000.0,2011,4616100.0
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,4600000.0
The Names of Love,MBox,514000.0,4099999.0,2011,4613999.0
The Way,PDA,4400000.0,0.0,2011,4400000.0
Burke and Hare,IFC,4800.0,4300000.0,2011,4304800.0
King of Devil's Island,FM,7600.0,4200000.0,2011,4207600.0
Bride Flight,MBox,501000.0,3700000.0,2011,4201000.0
Trollhunter,Magn.,253000.0,3900000.0,2011,4153000.0
Buck,IFC,4000000.0,0.0,2011,4000000.0
Carancho,Strand,85500.0,3900000.0,2011,3985500.0
Like Crazy,ParV,3400000.0,336000.0,2011,3736000.0
The Double,Imag.,138000.0,3600000.0,2011,3738000.0
Don 2,Relbig.,3700000.0,0.0,2011,3700000.0
Love Crime,IFC,540000.0,3100000.0,2011,3640000.0
Incendies (U.S. only),SPC,2100000.0,1500000.0,2011,3600000.0
Martha Marcy May Marlene,Fox,3000000.0,548000.0,2011,3548000.0
Fireflies in the Garden,SEI,70600.0,3300000.0,2011,3370600.0
The King's Speech (PG-13),Wein.,3300000.0,0.0,2011,3300000.0
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,3339000.0
The Last Circus,Magn.,40500.0,3200000.0,2011,3240500.0
From Prada to Nada,LGF,3000000.0,123000.0,2011,3123000.0
Flypaper,IFC,5000.0,3100000.0,2011,3105000.0
Zindagi Na Milegi Dobara,Eros,3100000.0,0.0,2011,3100000.0
Take Shelter,SPC,1700000.0,1400000.0,2011,3100000.0
The Greatest Miracle,KKM,555000.0,2500000.0,2011,3055000.0
Rapt,Lorb.,45800.0,2900000.0,2011,2945800.0
Pastorela,LGF,161000.0,2700000.0,2011,2861000.0
The Double Hour,Gold.,1500000.0,1200000.0,2011,2700000.0
Everything Must Go,RAtt.,2700000.0,0.0,2011,2700000.0
3 (2011),Strand,60000.0,2600000.0,2011,2660000.0
Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,2543000.0
Ong Bak 3,Magn.,14900.0,2300000.0,2011,2314900.0
Poetry,Kino,356000.0,1900000.0,2011,2256000.0
The Tree,Zeit.,71200.0,2100000.0,2011,2171200.0
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011,2047900.0
The Trip (2011),IFC,2000000.0,0.0,2011,2000000.0
Armadillo,Lorb.,14600.0,2000000.0,2011,2014600.0
Bodyguard,Relbig.,1800000.0,0.0,2011,1800000.0
Brighton Rock,IFC,230000.0,1600000.0,2011,1830000.0
A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,1837700.0
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000.0,2011,1829300.0
Another Earth,Fox,1300000.0,456000.0,2011,1756000.0
A Better Life,Sum.,1800000.0,0.0,2011,1800000.0
Chalet Girl,IFC,1700.0,1700000.0,2011,1701700.0
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,1593000.0
Bill Cunningham New York,Zeit.,1500000.0,0.0,2011,1500000.0
The Art of Getting By,Fox,1400000.0,0.0,2011,1400000.0
The Devil's Double,LGF,1400000.0,0.0,2011,1400000.0
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,1130000.0
The Whistleblower,Gold.,1100000.0,0.0,2011,1100000.0
Red State,SMod,1100000.0,0.0,2011,1100000.0
London River,Libre,7200.0,1100000.0,2011,1107200.0
Desi Boyz,Eros,1100000.0,0.0,2011,1100000.0
When We Leave (Die Fremde),Olive,19600.0,1100000.0,2011,1119600.0
There Be Dragons,Gold.,1100000.0,0.0,2011,1100000.0
Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,1022700.0
Page One: A Year Inside the New York Times,Magn.,1100000.0,0.0,2011,1100000.0
The Time That Remains,IFC,32900.0,1000000.0,2011,1032900.0
Rockstar (2011),Eros,987000.0,0.0,2011,987000.0
Meek's Cutoff,Osci.,978000.0,0.0,2011,978000.0
Texas Killing Fields,Anch.,45500.0,912000.0,2011,957500.0
Ready,Eros,955000.0,0.0,2011,955000.0
Miral,Wein.,373000.0,527000.0,2011,900000.0
Submarine,Wein.,468000.0,397000.0,2011,865000.0
Higher Ground,SPC,842000.0,0.0,2011,842000.0
Mozart's Sister,MBox,708000.0,132000.0,2011,840000.0
Plastic Planet,FRun,3200.0,836000.0,2011,839200.0
Chillar Party,UTV,6300.0,826000.0,2011,832300.0
Mausam,Eros,728000.0,0.0,2011,728000.0
The First Grader,NGE,332000.0,382000.0,2011,714000.0
Hobo With a Shotgun,Magn.,703000.0,0.0,2011,703000.0
Tabloid,IFC,697000.0,0.0,2011,697000.0
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011,679000.0
Aarakshan (Reservation),Relbig.,651000.0,0.0,2011,651000.0
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,0.0,2011,638000.0
No One Killed Jessica,UTV,441000.0,193000.0,2011,634000.0
Korkoro,Lorb.,8200.0,619000.0,2011,627200.0
Blackthorn,Magn.,201000.0,423000.0,2011,624000.0
How I Ended This Summer,FM,8700.0,614000.0,2011,622700.0
The Ledge,IFC,9200.0,602000.0,2011,611200.0
Heartbeats,IFC,68700.0,520000.0,2011,588700.0
The Future,RAtt.,569000.0,0.0,2011,569000.0
Dum Maaro Dum,Fox,564000.0,0.0,2011,564000.0
Double Dhamaal,Relbig.,544000.0,0.0,2011,544000.0
Kaboom,IFC,119000.0,421000.0,2011,540000.0
Mere Brother Ki Dulhan,Yash,496000.0,0.0,2011,496000.0
Weekend (2011),IFC,485000.0,0.0,2011,485000.0
Protektor,FM,3000.0,469000.0,2011,472000.0
Circumstance,RAtt.,454000.0,0.0,2011,454000.0
The Other Woman,IFC,25400.0,427000.0,2011,452400.0
Project Nim,RAtt.,411000.0,0.0,2011,411000.0
Rage (Rabia),Strand,5600.0,403000.0,2011,408600.0
The Human Resources Manager,FM,64000.0,329000.0,2011,393000.0
Hesher,WHE,383000.0,0.0,2011,383000.0
7 Khoon Maaf,UTV,270000.0,94700.0,2011,364700.0
Another Happy Day,P4,8500.0,347000.0,2011,355500.0
Singham,Relbig.,351000.0,0.0,2011,351000.0
The Mill and the Cross,KC,312000.0,30300.0,2011,342300.0
Super,IFC,328000.0,0.0,2011,328000.0
L'Amour Fou,IFC,312000.0,0.0,2011,312000.0
Being Elmo: A Puppeteer's Journey,SD,304000.0,0.0,2011,304000.0
In the Land of Blood and Honey,FD,304000.0,0.0,2011,304000.0
Special Treatment,FRun,8900.0,286000.0,2011,294900.0
Illegal (2011),FM,700.0,289000.0,2011,289700.0
The Interrupters,CGld,282000.0,0.0,2011,282000.0
Rascals,Eros,274000.0,0.0,2011,274000.0
The Black Power Mix Tape: 1967-1975,IFC,274000.0,0.0,2011,274000.0
Black Death,Magn.,22600.0,243000.0,2011,265600.0
Le Quattro Volte,Lorb.,153000.0,103000.0,2011,256000.0
Life in a Day,NGE,253000.0,0.0,2011,253000.0
Caterpillar,Lorb.,4200.0,248000.0,2011,252200.0
Little Girl (La Pivellina),FRun,1400.0,236000.0,2011,237400.0
El Bulli: Cooking in Progress,AM,237000.0,0.0,2011,237000.0
"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011,232100.0
Into the Abyss,IFC,224000.0,0.0,2011,224000.0
HappyThankYouMorePlease,Anch.,216000.0,0.0,2011,216000.0
The Robber,Kino,83500.0,125000.0,2011,208500.0
Henry's Crime,MPFT,103000.0,102000.0,2011,205000.0
A Good Old Fashioned Orgy,Gold.,200000.0,0.0,2011,200000.0
Film Socialisme,Lorb.,33000.0,159000.0,2011,192000.0
Bol,Eros,189000.0,0.0,2011,189000.0
Leap Year (2011),Strand,13000.0,175000.0,2011,188000.0
A Screaming Man,FM,9900.0,175000.0,2011,184900.0
Jig,Scre.,184000.0,0.0,2011,184000.0
Nostalgia for the Light,Icar.,164000.0,13700.0,2011,177700.0
Anchor Baby,AGF,15800.0,161000.0,2011,176800.0
Bellflower,Osci.,168000.0,0.0,2011,168000.0
Restless (2011),SPC,163000.0,0.0,2011,163000.0
Road to Nowhere,Mont.,40300.0,121000.0,2011,161300.0
Magic Trip,Magn.,155000.0,0.0,2011,155000.0
Eames: The Architect and the Painter,FRun,153000.0,0.0,2011,153000.0
Revenge of the Electric Car,A23,151000.0,0.0,2011,151000.0
The Human Centipede 2: Full Sequence,IFC,142000.0,0.0,2011,142000.0
Cold Weather,IFC,141000.0,0.0,2011,141000.0
Game (2011),Eros,140000.0,0.0,2011,140000.0
1911,Vari.,136000.0,0.0,2011,136000.0
"Life, Above All",SPC,134000.0,0.0,2011,134000.0
Tomboy (2011),Da.,130000.0,0.0,2011,130000.0
Octubre,NYer,32100.0,96700.0,2011,128800.0
The Arbor,Strand,21600.0,105000.0,2011,126600.0
Mysteries of Lisbon,MBox,111000.0,14900.0,2011,125900.0
Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011,124600.0
Trust (2011),MNE,120000.0,0.0,2011,120000.0
Steve Jobs: The Lost Interview,Magn.,106000.0,0.0,2011,106000.0
Rubber,Magn.,100000.0,0.0,2011,100000.0
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,0.0,2011,100000.0
Chalo Dilli,Eros,94300.0,0.0,2011,94300.0
The Whale,Pala.,81900.0,0.0,2011,81900.0
Beautiful Boy,Anch.,77200.0,0.0,2011,77200.0
Puncture,MNE,68900.0,0.0,2011,68900.0
A Beautiful Life,CL,66200.0,0.0,2011,66200.0
"Tuesday, After Christmas",Lorb.,27800.0,36200.0,2011,64000.0
Viva Riva!,MBox,61800.0,0.0,2011,61800.0
Murder 2,Eros,59500.0,0.0,2011,59500.0
Dirty Girl,Wein.,55100.0,0.0,2011,55100.0
Battleship Potemkin (2011 re-issue),Kino,51200.0,0.0,2011,51200.0
Love U Mr. Kalakaar,Eros,48600.0,0.0,2011,48600.0
Margaret,Fox,46500.0,0.0,2011,46500.0
"Happy, Happy",Magn.,45200.0,0.0,2011,45200.0
The Myth of the American Sleepover,IFC,41000.0,0.0,2011,41000.0
Hell and Back Again,DF,40600.0,0.0,2011,40600.0
Khodorkovsky,KL,39500.0,0.0,2011,39500.0
Sleeping Beauty (2011) (II),IFC,36600.0,0.0,2011,36600.0
My Kingdom (2011),CL,36500.0,0.0,2011,36500.0
Love in Space,CL,34800.0,0.0,2011,34800.0
Stake Land,IFC,33200.0,0.0,2011,33200.0
Brotherhood (2011),P4,19700.0,12700.0,2011,32400.0
The Son of No One,Anch.,30700.0,0.0,2011,30700.0
Muran,UTV,30100.0,0.0,2011,30100.0
The Sleeping Beauty,Strand,29100.0,0.0,2011,29100.0
Tyrannosaur,Strand,22300.0,0.0,2011,22300.0
Ceremony,Magn.,22300.0,0.0,2011,22300.0
I'm Glad My Mother is Alive,Strand,8700.0,13200.0,2011,21900.0
Always Kabhi Kabhi,Eros,21400.0,0.0,2011,21400.0
Empire of Silver,NeoC,0.0,19000.0,2011,19000.0
5 Days of War,Anch.,17500.0,0.0,2011,17500.0
Aurora,CGld,5700.0,5100.0,2011,10800.0
Magic to Win,CL,10700.0,0.0,2011,10700.0
Wrecked,IFC,8000.0,0.0,2011,8000.0
My Piece of the Pie,IFC,6900.0,0.0,2011,6900.0
I Melt With You,Magn.,6400.0,0.0,2011,6400.0
My Joy,KL,6300.0,0.0,2011,6300.0
To Die Like a Man,Strand,4000.0,900.0,2011,4900.0
Blood Ties,ALP,2800.0,0.0,2011,2800.0
Knuckle,Vita.,2600.0,0.0,2011,2600.0
Main Street,Magn.,2600.0,0.0,2011,2600.0
"Love, Wedding, Marriage",IFC,1900.0,0.0,2011,1900.0
An Invisible Sign,IFC,1300.0,0.0,2011,1300.0
Marvel's The Avengers,BV,623400000.0,895500000.0,2012,1518900000.0
Skyfall,SPC,304400000.0,804200000.0,2012,1108600000.0
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,1084900000.0
The Hobbit: An Unexpected Journey,WB,303000000.0,718100000.0,2012,1021100000.0
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,877200000.0
The Twilight Saga: Breaking Dawn Part 2,LGF,292300000.0,537400000.0,2012,829700000.0
The Amazing Spider-Man,SPC,262000000.0,495900000.0,2012,757900000.0
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,746900000.0
The Hunger Games,LGF,408000000.0,286400000.0,2012,694400000.0
MIB 3,SPC,179000000.0,445000000.0,2012,624000000.0
Life of Pi,Fox,125000000.0,484000000.0,2012,609000000.0
Ted,Uni.,218800000.0,330600000.0,2012,549400000.0
Brave,BV,237300000.0,303200000.0,2012,540500000.0
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,471200000.0
Les Miserables (2012),Uni.,148800000.0,293000000.0,2012,441800000.0
The Intouchables (U.S.-only),Wein.,10200000.0,416400000.0,2012,426600000.0
Django Unchained,Wein.,162800000.0,262600000.0,2012,425400000.0
Prometheus,Fox,126500000.0,276900000.0,2012,403400000.0
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,396600000.0
Taken 2,Fox,139900000.0,236300000.0,2012,376200000.0
Hotel Transylvania,SPC,148300000.0,210100000.0,2012,358400000.0
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000.0,2012,348800000.0
Titanic 3D,Par.,57900000.0,285700000.0,2012,343600000.0
Journey 2: The Mysterious Island,WB,103900000.0,231400000.0,2012,335300000.0
The Expendables 2,LGF,85000000.0,229900000.0,2012,314900000.0
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,306900000.0
Wrath of the Titans,WB,83700000.0,221600000.0,2012,305300000.0
Battleship,Uni.,65400000.0,237600000.0,2012,303000000.0
John Carter,BV,73100000.0,211100000.0,2012,284200000.0
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,276100000.0
Lincoln,BV,182200000.0,93100000.0,2012,275300000.0
Dark Shadows,WB,79700000.0,165800000.0,2012,245500000.0
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,240000000.0
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,236400000.0
American Reunion,Uni.,57000000.0,178000000.0,2012,235000000.0
Argo,WB,136000000.0,96300000.0,2012,232300000.0
Jack Reacher,Par.,80100000.0,138300000.0,2012,218400000.0
Safe House,Uni.,126400000.0,81700000.0,2012,208100000.0
21 Jump Street,SPC,138400000.0,63100000.0,2012,201500000.0
Total Recall (2012),SPC,58900000.0,139600000.0,2012,198500000.0
The Vow,SGem,125000000.0,71100000.0,2012,196100000.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,183000000.0
The Impossible,LGF,19000000.0,161300000.0,2012,180300000.0
The Dictator,Par.,59700000.0,119700000.0,2012,179400000.0
Looper,TriS,66500000.0,110000000.0,2012,176500000.0
Magic Mike,WB,113700000.0,53500000.0,2012,167200000.0
Flight,Par.,93800000.0,68000000.0,2012,161800000.0
Underworld Awakening,SGem,62300000.0,97800000.0,2012,160100000.0
This Means War,Fox,54800000.0,101700000.0,2012,156500000.0
The Secret World of Arrietty,BV,19200000.0,126400000.0,2012,145600000.0
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,142800000.0
Step Up Revolution,LGF,35100000.0,105400000.0,2012,140500000.0
The Best Exotic Marigold Hotel,Fox,46400000.0,90400000.0,2012,136800000.0
Zero Dark Thirty,SPC,95700000.0,37100000.0,2012,132800000.0
Ghost Rider: Spirit of Vengeance,SPC,51800000.0,80800000.0,2012,132600000.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,130500000.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,127700000.0
Chronicle (2012),Fox,64599999.0,62100000.0,2012,126699999.0
The Pirates! Band of Misfits,SPC,31100000.0,92000000.0,2012,123100000.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,119800000.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,116500000.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,115300000.0
Hope Springs,SPC,63500000.0,50700000.0,2012,114200000.0
ParaNorman,Focus,56000000.0,51100000.0,2012,107100000.0
The Campaign,WB,86900000.0,18000000.0,2012,104900000.0
Let the Bullets Fly,Vari.,63000.0,104300000.0,2012,104363000.0
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000.0,2012,102800000.0
Project X,WB,54700000.0,48000000.0,2012,102700000.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,101800000.0
